#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
1526760	2288	2908	108578	109165	-	-	FKBP4	NR3C1	FKBP51|FKBP52|FKBP59|HBI|Hsp56|PPIase|p52	GCCR|GCR|GCRST|GR|GRL	Affinity Capture-Western	physical	Moraes LA (2005)	PUBMED:16131566	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q02790	-	NP_002005	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1534220	2908	3320	109165	109552	-	-	NR3C1	HSP90AA1	GCCR|GCR|GCRST|GR|GRL	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	Affinity Capture-Western	physical	Wochnik GM (2004)	PUBMED:14987994	9606	9606	Low Throughput	-	-	Figure 1	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1534832	3320	2908	109552	109165	-	-	HSP90AA1	NR3C1	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	GCCR|GCR|GCRST|GR|GRL	Affinity Capture-Western	physical	Woodford MR (2016)	PUBMED:26804907	9606	9606	Low Throughput	-	-	Figure 3	-	BIOGRID	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2205581	2908	2908	109165	109165	-	-	NR3C1	NR3C1	GCCR|GCR|GCRST|GR|GRL	GCCR|GCR|GCRST|GR|GRL	FRET	physical	Qiu Y (2011)	PUBMED:21127047	9606	9606	Low Throughput	-	-	figure 4B	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2205582	3065	2908	109315	109165	RP4-811H24.2	-	HDAC1	NR3C1	GON-10|HD1|RPD3|RPD3L1	GCCR|GCR|GCRST|GR|GRL	Reconstituted Complex	physical	Qiu Y (2011)	PUBMED:21127047	9606	9606	Low Throughput	-	-	figure 4d	-	BIOGRID	Q13547	Q6IT96	NP_004955	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2211783	96459	2908	125175	109165	-	-	FNIP1	NR3C1	-	GCCR|GCR|GCRST|GR|GRL	Affinity Capture-Western	physical	Woodford MR (2016)	PUBMED:27353360	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q8TF40	-	NP_001008738|NP_588613|NP_001333043|NP_001333042	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2211792	57600	2908	121650	109165	-	-	FNIP2	NR3C1	FNIPL|MAPO1	GCCR|GCR|GCRST|GR|GRL	Affinity Capture-Western	physical	Woodford MR (2016)	PUBMED:27353360	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9P278	-	NP_065891	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2211836	2908	6774	109165	112651	-	-	NR3C1	STAT3	GCCR|GCR|GCRST|GR|GRL	ADMIO|APRF|HIES	Affinity Capture-Western	physical	Wang W (2015)	PUBMED:26508788	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	P40763	-	NP_644805|NP_003141|NP_001356447|NP_001356443|NP_001371920|NP_001371913|NP_001371917|NP_001356445|NP_001356446|NP_998827|NP_001371915|NP_001371914|NP_001356442|NP_001371918|NP_001371919|NP_001371921|NP_001371922|NP_001371916|NP_001356448|NP_001356449|NP_001356441	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2240032	23765	2908	117265	109165	-	-	IL17RA	NR3C1	CANDF5|CD217|CDw217|IL-17RA|IL17R|hIL-17R	GCCR|GCR|GCRST|GR|GRL	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0.99214719	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.99214719, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	Q96F46	-	NP_001276834|NP_055154	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2327376	2908	8085	109165	113758	-	-	NR3C1	KMT2D	GCCR|GCR|GCRST|GR|GRL	AAD10|ALR|CAGL114|KABUK1|KMS|MLL2|MLL4|TNRC21	Proximity Label-MS	physical	Lempiaeinen JK (2017)	PUBMED:28611094	9606	9606	Low Throughput	-	-	included interactions with SAINT FDR < 0.05	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	O14686	Q59FG6|Q6PIA1	NP_003473	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2327377	2908	6601	109165	112485	-	-	NR3C1	SMARCC2	GCCR|GCR|GCRST|GR|GRL	BAF170|CRACC2|Rsc8	Proximity Label-MS	physical	Lempiaeinen JK (2017)	PUBMED:28611094	9606	9606	Low Throughput	-	-	included interactions with SAINT FDR < 0.05	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	Q8TAQ2	F8VXC8|A0A024RB22	NP_001317217|NP_001123892|NP_003066|NP_620706	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2327378	2908	54504	109165	120000	-	tcag7.235	NR3C1	CPVL	GCCR|GCR|GCRST|GR|GRL	HVLP	Proximity Label-MS	physical	Lempiaeinen JK (2017)	PUBMED:28611094	9606	9606	Low Throughput	-	-	included interactions with SAINT FDR < 0.05	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	Q9H3G5	A0A024RA40	NP_112601|NP_061902	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2327379	2908	6942	109165	112802	-	RP4-669P10.13-001	NR3C1	TCF20	GCCR|GCR|GCRST|GR|GRL	AR1|SPBP|TCF-20	Proximity Label-MS	physical	Lempiaeinen JK (2017)	PUBMED:28611094	9606	9606	Low Throughput	-	-	included interactions with SAINT FDR < 0.05	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	Q9UGU0	W5ZR30	NP_005641|NP_852469|NP_001365347	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2327380	2908	23054	109165	116691	-	RP5-1181N3.2	NR3C1	NCOA6	GCCR|GCR|GCRST|GR|GRL	AIB3|ASC2|NRC|PRIP|RAP250|TRBP	Proximity Label-MS	physical	Lempiaeinen JK (2017)	PUBMED:28611094	9606	9606	Low Throughput	-	-	included interactions with SAINT FDR < 0.05	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	Q14686	F6M2K3|F6M2K2	NP_054790|NP_001229468	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2327381	2908	23199	109165	116808	-	-	NR3C1	GSE1	GCCR|GCR|GCRST|GR|GRL	KIAA0182	Proximity Label-MS	physical	Lempiaeinen JK (2017)	PUBMED:28611094	9606	9606	Low Throughput	-	-	included interactions with SAINT FDR < 0.05	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	Q14687	-	NP_001127945|NP_055430|NP_001265113	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2327382	2908	8289	109165	113894	-	RP1-50O24.1	NR3C1	ARID1A	GCCR|GCR|GCRST|GR|GRL	B120|BAF250|BAF250a|BM029|C1orf4|ELD|MRD14|OSA1|P270|SMARCF1|hELD|hOSA1	Proximity Label-MS	physical	Lempiaeinen JK (2017)	PUBMED:28611094	9606	9606	Low Throughput	-	-	included interactions with SAINT FDR < 0.05	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	O14497	-	NP_624361|NP_006006	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2327383	2908	221037	109165	128677	-	RP11-10C13.2	NR3C1	JMJD1C	GCCR|GCR|GCRST|GR|GRL	TRIP8	Proximity Label-MS	physical	Lempiaeinen JK (2017)	PUBMED:28611094	9606	9606	Low Throughput	-	-	included interactions with SAINT FDR < 0.05	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	Q15652	B7ZLC8	NP_001305082|NP_001305083|NP_001309181|NP_001309183|NP_001309187|NP_001269877|NP_116165	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2327384	2908	57492	109165	121559	-	RP11-419L10.1	NR3C1	ARID1B	GCCR|GCR|GCRST|GR|GRL	6A3-5|BAF250B|BRIGHT|DAN15|ELD/OSA1|MRD12|OSA2|P250R	Proximity Label-MS	physical	Lempiaeinen JK (2017)	PUBMED:28611094	9606	9606	Low Throughput	-	-	included interactions with SAINT FDR < 0.05	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	Q8NFD5	-	NP_001333742|NP_001350654|NP_065783|NP_001358585|NP_001361749|NP_059989|NP_001361757	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2327385	2908	6599	109165	112483	-	-	NR3C1	SMARCC1	GCCR|GCR|GCRST|GR|GRL	BAF155|CRACC1|Rsc8|SRG3|SWI3	Proximity Label-MS	physical	Lempiaeinen JK (2017)	PUBMED:28611094	9606	9606	Low Throughput	-	-	included interactions with SAINT FDR < 0.05	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	Q92922	Q58EY4	NP_003065	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2327386	2908	54880	109165	120228	-	-	NR3C1	BCOR	GCCR|GCR|GCRST|GR|GRL	ANOP2|MAA2|MCOPS2	Proximity Label-MS	physical	Lempiaeinen JK (2017)	PUBMED:28611094	9606	9606	Low Throughput	-	-	included interactions with SAINT FDR < 0.05	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	Q6W2J9	-	NP_001116855|NP_060215|NP_001116857|NP_001116856	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2327387	2908	10499	109165	115761	-	-	NR3C1	NCOA2	GCCR|GCR|GCRST|GR|GRL	GRIP1|KAT13C|NCoA-2|SRC2|TIF2|bHLHe75	Proximity Label-MS	physical	Lempiaeinen JK (2017)	PUBMED:28611094	9606	9606	Low Throughput	-	-	included interactions with SAINT FDR < 0.05	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	Q15596	-	NP_006531|NP_001308641|NP_001308640|NP_001308642|NP_001308636|NP_001308632	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2327388	2908	23013	109165	116655	-	RP1-134O19.1	NR3C1	SPEN	GCCR|GCR|GCRST|GR|GRL	HIAA0929|MINT|RBM15C|SHARP	Proximity Label-MS	physical	Lempiaeinen JK (2017)	PUBMED:28611094	9606	9606	Low Throughput	-	-	included interactions with SAINT FDR < 0.05	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	Q96T58	-	NP_055816	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2327389	2908	8202	109165	113841	-	RP5-1049G16.3	NR3C1	NCOA3	GCCR|GCR|GCRST|GR|GRL	ACTR|AIB-1|AIB1|CAGH16|CTG26|KAT13B|RAC3|SRC-3|SRC3|TNRC14|TNRC16|TRAM-1|bHLHe42|pCIP	Proximity Label-MS	physical	Lempiaeinen JK (2017)	PUBMED:28611094	9606	9606	Low Throughput	-	-	included interactions with SAINT FDR < 0.05	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	Q9Y6Q9	Q59EE8	NP_006525|NP_001167558|NP_858045|NP_001167559	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2327390	2908	10620	109165	115865	-	-	NR3C1	ARID3B	GCCR|GCR|GCRST|GR|GRL	BDP|DRIL2	Proximity Label-MS	physical	Lempiaeinen JK (2017)	PUBMED:28611094	9606	9606	Low Throughput	-	-	included interactions with SAINT FDR < 0.05	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	Q8IVW6	-	NP_006456	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2327391	2908	5469	109165	111465	-	-	NR3C1	MED1	GCCR|GCR|GCRST|GR|GRL	CRSP1|CRSP200|DRIP205|DRIP230|PBP|PPARBP|PPARGBP|RB18A|TRAP220|TRIP2	Proximity Label-MS	physical	Lempiaeinen JK (2017)	PUBMED:28611094	9606	9606	Low Throughput	-	-	included interactions with SAINT FDR < 0.05	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	Q15648	-	NP_004765	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2327392	2908	23126	109165	116745	-	RP11-806J18.2	NR3C1	POGZ	GCCR|GCR|GCRST|GR|GRL	ZNF280E|ZNF635|ZNF635m	Proximity Label-MS	physical	Lempiaeinen JK (2017)	PUBMED:28611094	9606	9606	Low Throughput	-	-	included interactions with SAINT FDR < 0.05	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	Q7Z3K3	-	NP_997054|NP_055915|NP_001181866|NP_001181867|NP_665739	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2327393	2908	6597	109165	112481	-	-	NR3C1	SMARCA4	GCCR|GCR|GCRST|GR|GRL	BAF190|BAF190A|BRG1|MRD16|RTPS2|SNF2|SNF2L4|SNF2LB|SWI2|hSNF2b	Proximity Label-MS	physical	Lempiaeinen JK (2017)	PUBMED:28611094	9606	9606	Low Throughput	-	-	included interactions with SAINT FDR < 0.05	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	P51532	A7E2E1|Q9HBD4|B3KNW7	NP_003063|NP_001122319|NP_001122318|NP_001122317|NP_001122316|NP_001122320|NP_001122321|NP_001361386	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2327394	2908	23028	109165	116667	-	RP1-184J9.1	NR3C1	KDM1A	GCCR|GCR|GCRST|GR|GRL	AOF2|BHC110|KDM1|LSD1	Proximity Label-MS	physical	Lempiaeinen JK (2017)	PUBMED:28611094	9606	9606	Low Throughput	-	-	included interactions with SAINT FDR < 0.05	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	O60341	-	NP_055828|NP_001350583|NP_001009999	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2327395	2908	9611	109165	114973	-	-	NR3C1	NCOR1	GCCR|GCR|GCRST|GR|GRL	N-CoR|N-CoR1|PPP1R109|TRAC1|hN-CoR	Proximity Label-MS	physical	Lempiaeinen JK (2017)	PUBMED:28611094	9606	9606	Low Throughput	-	-	included interactions with SAINT FDR < 0.05	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	O75376	Q6PGR4|A0A024RD47	NP_001177367|NP_006302|NP_001177369	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2327396	2908	10743	109165	115966	-	-	NR3C1	RAI1	GCCR|GCR|GCRST|GR|GRL	SMCR|SMS	Proximity Label-MS	physical	Lempiaeinen JK (2017)	PUBMED:28611094	9606	9606	Low Throughput	-	-	included interactions with SAINT FDR < 0.05	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	Q7Z5J4	-	NP_109590	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2327397	2908	359948	109165	131797	-	-	NR3C1	IRF2BP2	GCCR|GCR|GCRST|GR|GRL	-	Proximity Label-MS	physical	Lempiaeinen JK (2017)	PUBMED:28611094	9606	9606	Low Throughput	-	-	included interactions with SAINT FDR < 0.05	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	Q7Z5L9	-	NP_001070865|NP_892017	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2327398	2908	23029	109165	116668	-	RP11-739C15.1	NR3C1	RBM34	GCCR|GCR|GCRST|GR|GRL	-	Proximity Label-MS	physical	Lempiaeinen JK (2017)	PUBMED:28611094	9606	9606	Low Throughput	-	-	included interactions with SAINT FDR < 0.05	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	P42696	-	NP_055829|NP_001155005|NP_001333667	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2327399	2908	1508	109165	107888	-	-	NR3C1	CTSB	GCCR|GCR|GCRST|GR|GRL	APPS|CPSB	Proximity Label-MS	physical	Lempiaeinen JK (2017)	PUBMED:28611094	9606	9606	Low Throughput	-	-	included interactions with SAINT FDR < 0.05	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	P07858	A0A024R374	NP_001899|NP_680091|NP_680090|NP_680093|NP_680092|NP_001371643|NP_001371652|NP_001371653|NP_001371656|NP_001371657|NP_001371654|NP_001371655|NP_001304166	-	-	-	-	-	-	Homo sapiens	Homo sapiens
